sample_index,time_s,sensor_1,sensor_2,sensor_3,sensor_4,line_position_weighted,line_pos_firmware,motor_a_pwm,motor_b_pwm,line_lost,local_mode,manual_lap_count,manual_lap_marked,guide_x_cm,guide_y_cm,predicted_x_cm,predicted_y_cm
289,72.557,832.0,32.0,19.0,13.0,-1.3783482142857142,-1378.0,-60.0,112.0,0,left_hard,6,0,18.883014846451672,18.01885191707356,20.44969943069633,17.914663494442113
290,72.807,881.0,110.0,22.0,19.0,-1.2955426356589148,-1295.0,119.0,-60.0,0,left_hard,6,0,13.535611871326346,24.5643195122729,14.756860321923927,26.647475592518308
291,73.058,890.0,862.0,50.0,23.0,-0.935068493150685,-935.0,60.0,110.0,0,left_hard,6,0,11.67388581127454,36.77133925059427,12.842730260039112,37.05894733882429
292,73.308,35.0,949.0,870.0,33.0,-0.02252252252252252,-22.0,120.0,118.0,0,straight,6,0,9.349469001155242,49.37431179103762,8.423012210166512,48.17920221708606
293,73.56,9.0,27.0,731.0,831.0,0.9918648310387985,991.0,60.0,83.0,0,right_hard,6,0,7.166442990714497,62.09087098198527,8.336802139067691,60.72546380675872
294,73.81,14.0,38.0,860.0,860.0,0.9480812641083521,948.0,72.0,70.0,0,right_hard,6,0,7.581951716586417,74.892504630095,7.436529647383468,74.24241086970989
295,74.06,38.0,39.0,864.0,950.0,0.941565309360127,941.0,60.0,113.0,0,right_hard,6,0,8.59890580439845,87.6304788522747,9.407720501751403,86.98531634238454
296,74.312,932.0,826.0,23.0,25.0,-0.9756367663344407,-975.0,-60.0,157.0,0,left_hard,6,0,15.273731320979923,99.07864747274382,14.273324445062109,98.02413321470688
297,74.562,25.0,34.0,49.0,929.0,1.314850530376085,1314.0,126.0,-60.0,0,right_hard,6,0,22.400888893361937,109.5453029861217,24.64252106664473,107.33141573028942
298,74.813,16.0,33.0,804.0,874.0,0.9684423856398379,968.0,75.0,65.0,0,right_hard,6,0,35.52031153869499,110.48854201802048,34.01381328232848,111.46040365351418
299,75.065,14.0,27.0,781.0,900.0,0.9907084785133565,990.0,60.0,112.0,0,right_hard,6,0,48.35567226850121,110.73839999999998,48.72853818032496,113.04464930306237
300,75.316,17.0,330.0,859.0,118.0,0.31419939577039274,314.0,0.0,186.0,0,right_soft,6,0,61.05579332959645,109.27823999999998,61.86406878993175,110.98966312668679
301,75.566,19.0,40.0,817.0,905.0,0.9643458731049972,964.0,164.0,-60.0,0,right_hard,6,0,73.7559143906918,110.68224,77.49450759190262,111.05670261159013
302,75.818,16.0,130.0,827.0,832.0,0.871191135734072,871.0,-60.0,171.0,0,right_hard,6,0,86.49888203124658,110.41346416078008,88.87478215294048,106.91751548996476
303,76.068,48.0,44.0,44.0,50.0,0.016129032258064516,16.0,180.0,-180.0,1,recover,7,1,98.55351641654487,107.46052997213592,92.79240349821285,106.65437049420522
