dataset_label,dataset_session,dataset_row_index,dataset_manual_lap_count,dataset_manual_lap_marked,dataset_manual_lap_mark_at_ms,dataset_manual_lap_mark_age_ms,timestamp_unix_ms,uptime_ms,state,local_mode,local_mode_candidate,ai_source,ai_track_mode,line_pos,line_lost,lost_ms,balance_lr,confidence_fast,confidence_avg,sensor_sum,sensor_max,norm0,norm1,norm2,norm3,raw0,raw1,raw2,raw3,pos_norm,trend_pos,trend_pos_avg,curve_intensity,pid_error,pid_integral,pid_d_filt,pid_correction,motor_a_pwm,motor_b_pwm,base_eff,ai_confidence,ai_blend,ai_speed_factor,ai_kp_scale,ai_ki_scale,ai_kd_scale,ai_pivot_threshold,ai_pivot_cap,ai_recovery_bias,dominant_sensor,dataset_label_age_ms,dataset_label_set_at_ms,dataset_label_source,dataset_label_valid,drive_profile,intersection_active,intersection_score,last_dir,run_elapsed_ms,run_intersection_count,run_lap_estimate,seq_fast,seq_slow,timestamp_valid
curve,session_20260423_145902,71,,,,,1776977956000,305353,running,right_hard,right_hard,heuristic,right_hard,1123,0,0,0.949064,0.869189,0.869189,1335,876,10,24,425,876,0,0,0,0,0.748667,0.027333,0.008556,0.220971,0.748667,0.001146,5.010939,1.25,101,-60,45,0.778879,0.58,0,0,0,0,0,0,0.353404,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.133608,right,13772,5,1,2225,0,1
curve,session_20260423_145902,72,,,,,1776977957000,305603,running,right_soft,right_soft,heuristic,right_soft,66,0,0,0.060089,0.823817,0.823817,1581,764,16,727,764,74,0,0,0,0,0.044,-0.019333,-0.043889,0.465034,0.044,0.062318,-8.992507,-1.25,0,184,82,0.845916,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.261724,right,14022,5,1,2226,0,1
curve,session_20260423_145902,73,,,,,1776977957000,305855,running,left_hard,left_hard,heuristic,left_hard,-1028,0,0,-0.935484,0.949431,0.949431,1674,966,966,654,27,27,0,0,0,0,-0.685333,-0.005333,0.001444,0.022046,-0.685333,0.000939,0.464486,-0.067495,60,60,52,0.8203,0.58,0,0,0,0,0,0,-0.356816,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.17293,left,14274,5,1,2227,0,1
recovery,session_20260423_145902,74,,,,,1776977957000,306105,running,left_hard,left_hard,heuristic,recover,-1310,0,0,-0.874214,0.60955,0.60955,954,862,862,32,31,29,0,0,0,0,-0.873333,-0.006667,-0.079,0.370658,-0.873333,0,-4.526443,-1.25,-60,90,40,0.32089,0.58,0,0,0,0,0,0,-0.25,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.082174,left,14524,5,1,2229,0,1
curve,session_20260423_145902,75,,,,,1776977957000,306357,running,left_hard,left_hard,heuristic,left_soft,-980,0,0,-0.938842,0.841653,0.841653,1537,810,810,680,22,25,0,0,0,0,-0.653333,0.009333,-0.002556,0.016653,-0.653333,-0.038963,-0.262987,-0.374022,60,78,57,0.834064,0.58,0,0,0,0,0,0,-0.31876,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.149212,left,14776,5,1,2230,0,1
curve,session_20260423_145902,76,,,,,1776977958000,306607,running,left_hard,left_hard,heuristic,left_hard,-911,0,0,-0.895116,0.97305,0.97305,1945,948,948,895,57,45,0,0,0,0,-0.607333,0.002,0.000222,0.01401,-0.607333,-0.128391,0.336925,-0.115702,60,62,56,0.890733,0.58,0,0,0,0,0,0,-0.360651,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.224437,left,15026,5,1,2231,0,1
curve,session_20260423_145902,77,,,,,1776977958000,306859,running,straight,straight,heuristic,left_soft,-23,0,0,-0.052894,0.877364,0.877364,1607,823,23,823,734,27,0,0,0,0,-0.015333,0.014667,0.008,0.172264,-0.015333,-0.18903,3.826589,1.25,216,0,96,0.827871,0.58,0,0,0,0,0,0,-0.212901,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.284527,left,15277,5,1,2232,0,1
curve,session_20260423_145902,78,,,,,1776977958000,307108,running,right_hard,right_hard,heuristic,right_hard,978,0,0,0.920847,0.971639,0.971639,1794,962,33,38,761,962,0,0,0,0,0.652,0,0.000889,0.017934,0.652,-0.099208,-0.395006,0.067416,60,60,54,0.863772,0.58,0,0,0,0,0,0,0.382093,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.195711,right,15527,5,1,2233,0,1
recovery,session_20260423_145902,79,,,,,1776977958000,307358,running,right_hard,right_hard,heuristic,recover,1323,0,0,0.887541,0.523569,0.523569,907,823,25,26,33,823,0,0,0,0,0.882,0.006667,0.094111,0.497836,0.882,0.001115,6.799235,1.25,90,-60,40,0.346282,0.58,0,0,0,0,0,0,0.25,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.066152,right,15777,5,1,2235,0,1
curve,session_20260423_145902,80,,,,,1776977959000,307608,running,straight,straight,heuristic,left_soft,0,0,0,-0.006572,0.936933,0.936933,1826,877,42,877,859,48,0,0,0,0,0,-0.009333,-0.006222,0.118207,0,-0.041906,-2.581836,-0.908858,60,196,103,0.884247,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.316609,right,16027,5,1,2236,0,1
curve,session_20260423_145902,81,,,,,1776977959000,307859,running,right_soft,right_hard,heuristic,right_soft,917,0,0,0.893986,0.988267,0.988267,1962,976,53,51,882,976,0,0,0,0,0.611333,-0.001333,-0.004222,0.06671,0.611333,0.015194,-1.414409,-0.316287,60,85,65,0.868965,0.58,0,0,0,0,0,0,0.348085,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.225757,right,16278,6,1,2237,0,1
curve,session_20260423_145902,82,,,,,1776977959000,308109,running,right_hard,right_hard,heuristic,right_hard,989,0,0,0.93408,0.880731,0.880731,1608,861,21,32,694,861,0,0,0,0,0.659333,-0.014667,-0.027667,0.390856,0.659333,0.000168,-8.111404,-1.25,-60,99,44,0.769817,0.58,0,0,0,0,0,0,0.350817,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.153576,right,16528,6,1,2238,0,1
curve,session_20260423_145902,83,,,,,1776977959000,308359,running,right_hard,right_hard,heuristic,right_hard,1093,0,0,0.936249,0.827519,0.827519,1349,859,16,27,447,859,0,0,0,0,0.728667,-0.034,-0.019111,0.358124,0.728667,5.941928e-07,-7.80644,-1.25,-60,94,42,0.750302,0.58,0,0,0,0,0,0,0.356295,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.129795,right,16778,6,1,2239,0,1
curve,session_20260423_145902,84,,,,,1776977960000,308609,running,right_hard,right_hard,heuristic,right_soft,899,0,0,0.892091,0.833011,0.833011,1631,783,20,68,783,760,0,0,0,0,0.599333,0.022667,0.052333,0.497056,0.599333,0.033902,9.2864,1.25,123,-60,55,0.816861,0.58,0,0,0,0,0,0,0.157682,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.151376,right,17028,6,1,2240,0,1
curve,session_20260423_145902,85,,,,,1776977960000,308860,running,left_hard,left_hard,heuristic,left_hard,-1327,0,0,-0.893417,0.807725,0.807725,957,869,869,37,25,26,0,0,0,0,-0.884667,-0.004,-0.002111,0.069634,-0.884667,0.001583,-1.614182,-1.060958,-60,90,44,0.855752,0.58,0,0,0,0,0,0,-0.376633,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.121953,left,17279,6,1,2241,0,1
recovery,session_20260423_145902,86,,,,,1776977960000,309111,running,recover,recover,heuristic,recover,-33,1,55,0,0.183547,0.183547,118,33,33,26,30,29,0,0,0,0,-0.022,-0.062667,-0.037,0.0888,0,0,0,0,-180,180,0,0.328668,0.58,0,0,0,0,0,0,-0.25,left_outer,0,0,auto:line_lost,1,normal,0,0,left,17530,6,1,2243,0,1
curve,session_20260423_145902,87,,,,,1776977960000,309362,running,left_hard,left_hard,heuristic,left_hard,-958,0,0,-0.924331,0.940842,0.940842,1718,883,883,770,35,30,0,0,0,0,-0.638667,-0.003333,-0.004556,0.089524,-0.638667,-0.053064,-1.964754,-1.119422,-60,114,54,0.876351,0.58,0,0,0,0,0,0,-0.359823,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.181458,left,17781,6,1,2244,0,1
recovery,session_20260423_145902,88,,,,,1776977961000,309613,running,recover,recover,heuristic,recover,122,1,70,0.132075,0.185036,0.185036,106,31,23,23,31,29,0,0,0,0,0.081333,0.026667,0.011444,0.027467,0,0,0,0,-180,180,0,0.344252,0.58,0,0,0,0,0,0,-0.25,right_inner,0,0,auto:line_lost,1,normal,0,0,left,18032,6,1,2246,0,1
curve,session_20260423_145902,89,,,,,1776977961000,309864,running,left_hard,left_hard,heuristic,left_hard,-976,0,0,-0.936916,0.923808,0.923808,1712,896,896,762,27,27,0,0,0,0,-0.650667,-0.005333,-0.002111,0.077265,-0.650667,-0.082827,-1.804956,-1.062547,-60,109,53,0.870657,0.58,0,0,0,0,0,0,-0.373302,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.180976,left,18282,7,2,2247,0,1
curve,session_20260423_145902,90,,,,,1776977961000,310113,running,right_hard,right_hard,heuristic,left_hard,986,0,0,0.968605,0.918472,0.918472,1720,872,8,19,821,872,0,0,0,0,0.657333,-0.011333,0.012556,0.088439,0.657333,-0.001936,1.457651,0.927948,104,60,54,0.874122,0.58,0,0,0,0,0,0,-0.25,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.179714,right,18532,7,2,2249,0,1
curve,session_20260423_145902,91,,,,,1776977961000,310364,running,right_soft,right_hard,heuristic,right_hard,732,0,0,0.821477,0.900844,0.900844,1490,852,25,108,852,505,0,0,0,0,0.488,0.108667,0.073111,0.543047,0.488,0.074986,9.1895,1.25,144,0,64,0.878295,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.121859,right,18783,7,2,2250,0,1
straight,session_20260423_145902,92,,,,,1776977962000,310615,running,straight,straight,heuristic,straight,-53,0,0,-0.070661,0.936369,0.936369,1769,881,66,881,789,33,0,0,0,0,-0.035333,-0.002,-0.001,0.031632,-0.035333,0.084024,-0.730803,-0.221593,85,131,108,0.960864,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.28669,left,19034,8,2,2251,0,1
straight,session_20260423_145902,93,,,,,1776977962000,310866,running,straight,straight,heuristic,straight,18,0,0,0.018709,0.855628,0.855628,1657,821,8,805,821,23,0,0,0,0,0.012,-0.002667,0.005222,0.053591,0.012,0.079093,1.02645,0.342497,144,72,108,0.92271,0.58,0,0,0,0,0,0,-0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.299676,right,19285,8,2,2252,0,1
curve,session_20260423_145902,94,,,,,1776977962000,311118,running,left_hard,left_hard,heuristic,left_hard,-1306,0,0,-0.875,0.838603,0.838603,1024,921,921,39,33,31,0,0,0,0,-0.870667,-0.011333,-0.006,0.142538,-0.870667,0.002819,-3.203443,-1.25,-60,94,42,0.782704,0.58,0,0,0,0,0,0,-0.336852,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.12694,left,19537,8,2,2253,0,1
recovery,session_20260423_145902,95,,,,,1776977962000,311367,running,left_hard,left_soft,heuristic,recover,-647,0,0,-0.620206,0.969183,0.969183,2138,977,755,977,373,33,0,0,0,0,-0.431333,0.157333,0.036222,0.391236,-0.431333,-0.007851,7.607575,1.25,112,-60,50,0.387806,0.58,0,0,0,0,0,0,-0.149583,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.558495,left,19786,8,2,2255,0,1
curve,session_20260423_145902,96,,,,,1776977963000,311617,running,right_hard,right_hard,heuristic,right_hard,1032,0,0,0.956305,0.92555,0.92555,1602,898,10,25,669,898,0,0,0,0,0.688,0.01,0.001111,0.068561,0.688,2.2e-05,1.64736,1.001508,100,0,50,0.745763,0.58,0,0,0,0,0,0,0.362007,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.160799,right,20036,8,2,2256,0,1
curve,session_20260423_145902,97,,,,,1776977963000,311868,running,right_hard,right_hard,heuristic,right_hard,1333,0,0,0.909962,0.819567,0.819567,1044,938,21,26,59,938,0,0,0,0,0.888667,-0.008,0.003444,0.026441,0.888667,0.010425,0.454354,0.554476,68,60,44,0.767957,0.58,0,0,0,0,0,0,0.360928,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.128553,right,20286,8,2,2257,0,1
curve,session_20260423_145902,98,,,,,1776977963000,312118,running,straight,straight,heuristic,right_hard,57,0,0,0.074095,0.956778,0.956778,1795,914,14,817,914,50,0,0,0,0,0.038,0.008,-0.007778,0.067164,0.038,0.070977,-1.212437,-0.477991,60,127,86,0.881598,0.58,0,0,0,0,0,0,0.158106,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.284391,right,20536,8,2,2258,0,1
curve,session_20260423_145902,99,,,,,1776977963000,312367,running,left_hard,left_hard,heuristic,left_hard,-1295,0,0,-0.869523,0.802333,0.802333,1027,919,919,41,32,35,0,0,0,0,-0.863333,0.002667,0.001667,0.035087,-0.863333,0.001761,0.777164,0.000908,60,60,45,0.762265,0.58,0,0,0,0,0,0,-0.368959,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.12859,left,20786,8,2,2259,0,1
curve,session_20260423_145902,100,,,,,1776977964000,312617,running,right_hard,right_hard,heuristic,left_hard,925,0,0,0.922447,0.953433,0.953433,1831,882,27,44,882,878,0,0,0,0,0.616667,0.022,0.057778,0.533544,0.616667,-0.001073,9.87194,1.25,105,-60,47,0.858146,0.58,0,0,0,0,0,0,-0.24248,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.185329,right,21036,8,2,2261,0,1
curve,session_20260423_145902,101,,,,,1776977964000,312867,running,right_soft,right_soft,heuristic,right_hard,26,0,0,0.029428,0.906697,0.906697,1801,879,27,847,879,48,0,0,0,0,0.017333,-0.007333,-0.049778,0.373988,0.017333,0.10093,-6.363033,-1.25,0,168,75,0.799511,0.58,0,0,0,0,0,0,0.37863,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.289474,right,21286,8,2,2262,0,1
straight,session_20260423_145902,102,,,,,1776977964000,313119,running,straight,straight,heuristic,straight,-21,0,0,-0.034871,0.930919,0.930919,1778,882,38,882,827,31,0,0,0,0,-0.014,-0.013333,-0.000667,0.040443,-0.014,0.103578,-0.971074,-0.286711,78,138,108,0.960321,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.303436,left,21538,8,2,2263,0,1
straight,session_20260423_145902,103,,,,,1776977964000,313370,running,straight,straight,heuristic,straight,37,0,0,0.043379,0.887861,0.887861,1752,859,27,811,859,55,0,0,0,0,0.024667,0.000667,0.000889,0.048736,0.024667,0.10049,1.165064,0.393955,150,66,108,0.943672,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.296509,right,21789,8,2,2264,0,1
curve,session_20260423_145902,104,,,,,1776977965000,313622,running,right_hard,right_hard,heuristic,right_soft,887,0,0,0.913607,0.969567,0.969567,1852,939,35,45,939,833,0,0,0,0,0.591333,-0.01,0.002556,0.007447,0.591333,0.15321,0.032851,0.27157,80,60,63,0.814302,0.58,0,0,0,0,0,0,0.371677,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.208094,right,22040,8,2,2265,0,1
curve,session_20260423_145902,105,,,,,1776977965000,313871,running,left_hard,left_hard,heuristic,left_hard,-1308,0,0,-0.895138,0.823561,0.823561,1049,932,932,62,26,29,0,0,0,0,-0.872,0.004667,0.000667,0.035051,-0.872,0.013887,0.836267,0.02346,60,60,44,0.735422,0.58,0,0,0,0,0,0,-0.349356,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.12969,left,22290,8,2,2266,0,1
curve,session_20260423_145902,106,,,,,1776977965000,314123,running,left_soft,left_soft,heuristic,left_soft,-535,0,0,-0.407782,0.950042,0.950042,2570,930,879,930,734,27,0,0,0,0,-0.356667,0.006,0.029889,0.219051,-0.356667,-0.014819,3.68294,1.25,157,0,70,0.873704,0.58,0,0,0,0,0,0,-0.196833,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.627267,left,22542,8,2,2268,0,1
straight,session_20260423_145902,107,,,,,1776977965000,314373,running,left_soft,left_soft,heuristic,straight,-452,0,0,-0.381679,0.818875,0.818875,1834,771,496,771,551,16,0,0,0,0,-0.301333,-0.102,-0.045,0.424388,-0.301333,-0.077678,-7.909692,-1.25,0,184,82,0.929804,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.456886,left,22792,8,2,2269,0,1
straight,session_20260423_145902,108,,,,,1776977966000,314623,running,straight,straight,heuristic,straight,-62,0,0,-0.127301,0.766961,0.766961,1304,727,8,727,559,10,0,0,0,0,-0.041333,0.002667,0.005,0.105051,-0.041333,-0.137549,2.326278,0.689596,177,60,105,0.848308,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.227181,left,23042,8,2,2270,0,1
straight,session_20260423_145902,109,,,,,1776977966000,314875,running,straight,straight,heuristic,straight,-15,0,0,-0.036364,0.884953,0.884953,1650,830,25,830,766,29,0,0,0,0,-0.01,0.000667,0.000444,0.01988,-0.01,-0.152735,0.470334,0.111973,121,97,109,0.921101,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.296016,left,23293,8,2,2271,0,1
straight,session_20260423_145902,110,,,,,1776977966000,315124,running,right_hard,right_hard,heuristic,straight,928,0,0,0.93261,0.935961,0.935961,1751,860,22,37,860,832,0,0,0,0,0.618667,0.003333,-0.000222,0.056638,0.618667,-0.120544,1.402607,0.760599,107,60,61,0.85268,0.58,0,0,0,0,0,0,0.191748,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.190038,right,23543,8,2,2272,0,1
curve,session_20260423_145902,111,,,,,1776977967000,315376,running,right_hard,right_hard,heuristic,right_hard,968,0,0,0.939496,0.958114,0.958114,1785,910,20,34,821,910,0,0,0,0,0.645333,-0.000667,0.000222,0.009989,0.645333,0.02345,0.236401,0.364295,75,60,55,0.872904,0.58,0,0,0,0,0,0,0.373865,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.195255,right,23795,8,2,2273,0,1
curve,session_20260423_145902,112,,,,,1776977967000,315628,running,right_hard,right_hard,heuristic,right_hard,855,0,0,0.860272,0.887836,0.887836,1689,836,16,102,836,735,0,0,0,0,0.57,-0.003333,-0.002667,0.086961,0.57,0.121069,-2.01403,-0.639612,60,91,56,0.832472,0.58,0,0,0,0,0,0,0.356967,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.179159,right,24047,8,2,2274,0,1
curve,session_20260423_145902,113,,,,,1776977967000,315878,running,left_hard,left_hard,heuristic,left_hard,-1322,0,0,-0.890825,0.771122,0.771122,861,782,782,32,20,27,0,0,0,0,-0.881333,-0.001333,-0.029222,0.168998,-0.881333,0.061404,-2.471625,-1.25,-60,99,44,0.848138,0.58,0,0,0,0,0,0,-0.374242,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.101429,left,24297,8,2,2275,0,1
curve,session_20260423_145902,114,,,,,1776977967000,316128,running,left_hard,left_hard,heuristic,left_hard,-7,0,0,-0.020408,0.881539,0.881539,1666,823,27,823,785,31,0,0,0,0,-0.004667,0.012,0.100667,0.541979,-0.004667,-0.009552,7.509474,1.25,153,0,68,0.641963,0.58,0,0,0,0,0,0,-0.372992,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.270288,left,24547,8,2,2277,0,1
curve,session_20260423_145902,115,,,,,1776977968000,316378,running,right_soft,right_soft,heuristic,right_hard,360,0,0,0.351029,0.914317,0.914317,1846,878,27,572,878,369,0,0,0,0,0.24,-0.108667,-0.059333,0.486036,0.24,0.109786,-8.590897,-1.25,0,137,61,0.879076,0.58,0,0,0,0,0,0,0.37029,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.432857,right,24797,8,2,2278,0,1
straight,session_20260423_145902,116,,,,,1776977968000,316628,running,straight,straight,heuristic,straight,70,0,0,0.130186,0.884883,0.884883,1398,774,8,600,774,16,0,0,0,0,0.046667,0.026,0.007778,0.226534,0.046667,0.077776,5.19669,1.25,213,0,95,0.941883,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.240442,right,25047,8,2,2279,0,1
curve,session_20260423_145902,117,,,,,1776977968000,316880,running,right_hard,right_hard,heuristic,right_soft,946,0,0,0.932856,0.941572,0.941572,1817,893,20,41,863,893,0,0,0,0,0.630667,0.006667,0.011,0.206268,0.630667,0.078432,4.496693,1.25,121,-60,54,0.831667,0.58,0,0,0,0,0,0,0.337617,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.198,right,25299,8,2,2280,0,1
curve,session_20260423_145902,118,,,,,1776977968000,317132,running,right_hard,right_hard,heuristic,right_hard,876,0,0,0.892045,0.912203,0.912203,1760,884,23,72,884,781,0,0,0,0,0.584,-0.018667,-0.007111,0.212593,0.584,0.115158,-4.888166,-1.25,-60,119,53,0.818427,0.58,0,0,0,0,0,0,0.335132,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.190248,right,25551,8,2,2281,0,1
curve,session_20260423_145902,119,,,,,1776977969000,317382,running,right_hard,right_hard,heuristic,right_hard,925,0,0,0.925201,0.941633,0.941633,1738,848,21,44,848,825,0,0,0,0,0.616667,0.006667,-0.002,0.022556,0.616667,0.094467,-0.443889,0.066085,60,60,55,0.865203,0.58,0,0,0,0,0,0,0.374168,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.187126,right,25801,8,2,2282,0,1
curve,session_20260423_145902,120,,,,,1776977969000,317632,running,straight,straight,heuristic,right_hard,-13,0,0,-0.01875,0.967,0.967,1920,911,67,911,883,59,0,0,0,0,-0.008667,0.006667,0.000333,0.017936,-0.008667,0.109766,-0.428399,-0.142983,84,112,98,0.839951,0.58,0,0,0,0,0,0,0.324114,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.318641,left,26051,8,2,2283,0,1
curve,session_20260423_145902,121,,,,,1776977969000,317884,running,right_hard,right_hard,heuristic,right_hard,998,0,0,0.907728,0.984425,0.984425,1734,983,39,41,671,983,0,0,0,0,0.665333,0.006667,0.000556,0.038062,0.665333,0.026,0.918224,0.672457,88,60,53,0.889628,0.58,0,0,0,0,0,0,0.363503,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.184082,right,26302,9,3,2284,0,1
curve,session_20260423_145902,122,,,,,1776977969000,318133,running,right_hard,right_hard,heuristic,right_hard,948,0,0,0.937121,0.939056,0.939056,1813,891,21,36,865,891,0,0,0,0,0.632,0.001333,-0.000556,0.004138,0.632,0.072049,-0.070107,0.232724,67,60,55,0.863557,0.58,0,0,0,0,0,0,0.378741,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.200708,right,26552,9,3,2285,0,1
curve,session_20260423_145902,123,,,,,1776977970000,318383,running,left_hard,left_hard,heuristic,left_hard,-938,0,0,-0.931576,0.927839,0.927839,1783,868,868,854,35,26,0,0,0,0,-0.625333,0,0.001778,0.008113,-0.625333,0.036143,0.096167,-0.199556,60,65,55,0.876698,0.58,0,0,0,0,0,0,-0.356255,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.19493,left,26802,9,3,2286,0,1
recovery,session_20260423_145902,124,,,,,1776977970000,318633,running,left_hard,left_hard,heuristic,recover,-947,0,0,-0.923319,0.921433,0.921433,1904,956,956,875,42,31,0,0,0,0,-0.631333,0.008667,0.041,0.303586,-0.631333,-0.004298,5.129661,1.25,101,-60,45,0.450447,0.58,0,0,0,0,0,0,-0.228381,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.203343,left,27052,9,3,2288,0,1
curve,session_20260423_145902,125,,,,,1776977970000,318883,running,left_hard,left_hard,heuristic,left_hard,-1060,0,0,-0.932336,0.917506,0.917506,1537,941,941,544,25,27,0,0,0,0,-0.706667,-0.035333,-0.010778,0.22005,-0.706667,-0.044665,-4.854571,-1.25,-60,105,47,0.856531,0.58,0,0,0,0,0,0,-0.37398,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.154592,left,27302,9,3,2289,0,1
curve,session_20260423_145902,126,,,,,1776977970000,319133,running,right_hard,right_hard,heuristic,left_hard,939,0,0,0.932417,0.934814,0.934814,1746,845,19,40,842,845,0,0,0,0,0.626,-0.001333,0.003778,0.090643,0.626,0.007608,2.039413,1.182339,120,-60,55,0.886266,0.58,0,0,0,0,0,0,-0.25,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.187765,right,27552,9,3,2291,0,1
curve,session_20260423_145902,127,,,,,1776977971000,319383,running,right_soft,right_soft,heuristic,right_soft,16,0,0,0.027996,0.924814,0.924814,1786,865,49,819,865,53,0,0,0,0,0.010667,-0.020667,-0.027556,0.339677,0.010667,0.080317,-6.838582,-1.25,0,189,84,0.888545,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.297961,right,27802,9,3,2292,0,1
straight,session_20260423_145902,128,,,,,1776977971000,319635,running,straight,straight,heuristic,straight,53,0,0,0.096961,0.8189,0.8189,1382,749,2,622,749,9,0,0,0,0,0.035333,0.004667,0.004111,0.061222,0.035333,0.088937,1.283872,0.43172,153,61,107,0.922988,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.253447,right,28053,9,3,2293,0,1
recovery,session_20260423_145902,129,,,,,1776977971000,319885,running,recover,recover,heuristic,recover,434,1,46,0.430894,0.2009,0.2009,123,48,21,14,40,48,0,0,0,0,0.289333,0.203333,0.037444,0.089867,0,0,0,0,180,-180,0,0.326816,0.58,0,0,0,0,0,0,0.25,right_outer,0,0,auto:line_lost,1,normal,0,0,right,28304,9,3,2295,0,1
curve,session_20260423_145902,130,,,,,1776977971000,320135,running,left_soft,left_soft,heuristic,left_soft,-339,0,0,-0.234628,0.964983,0.964983,2472,930,596,930,900,46,0,0,0,0,-0.226,-0.031333,-0.013444,0.287842,-0.226,-0.031017,-6.389376,-1.25,0,175,78,0.890724,0.58,0,0,0,0,0,0,-0.140751,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.581133,left,28554,9,3,2296,0,1
curve,session_20260423_145902,131,,,,,1776977972000,320385,running,right_hard,right_hard,heuristic,right_hard,923,0,0,0.909091,0.973967,0.973967,1958,957,38,51,912,957,0,0,0,0,0.615333,0.000667,0.000889,0.015852,0.615333,0.040153,0.342968,0.401858,77,60,55,0.860093,0.58,0,0,0,0,0,0,0.373406,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.226637,right,28804,9,3,2297,0,1
curve,session_20260423_145902,132,,,,,1776977972000,320636,running,right_hard,right_hard,heuristic,right_hard,892,0,0,0.911063,0.962875,0.962875,1844,916,40,42,916,846,0,0,0,0,0.594667,-0.008,-0.009222,0.146766,0.594667,0.010462,-3.11582,-1.190203,-60,111,51,0.851772,0.58,0,0,0,0,0,0,0.343183,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.204102,right,29054,10,3,2299,0,1
straight,session_20260423_145902,133,,,,,1776977972000,320885,running,straight,straight,heuristic,straight,67,0,0,0.122424,0.884211,0.884211,1650,882,33,691,882,44,0,0,0,0,0.044667,0,0.001111,0.024063,0.044667,0.018084,-0.534908,-0.150734,92,124,108,0.920298,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.261311,right,29304,10,3,2300,0,1
