dataset_label,dataset_session,dataset_row_index,dataset_manual_lap_count,dataset_manual_lap_marked,dataset_manual_lap_mark_at_ms,dataset_manual_lap_mark_age_ms,timestamp_unix_ms,uptime_ms,state,local_mode,local_mode_candidate,ai_source,ai_track_mode,line_pos,line_lost,lost_ms,balance_lr,confidence_fast,confidence_avg,sensor_sum,sensor_max,norm0,norm1,norm2,norm3,raw0,raw1,raw2,raw3,pos_norm,trend_pos,trend_pos_avg,curve_intensity,pid_error,pid_integral,pid_d_filt,pid_correction,motor_a_pwm,motor_b_pwm,base_eff,ai_confidence,ai_blend,ai_speed_factor,ai_kp_scale,ai_ki_scale,ai_kd_scale,ai_pivot_threshold,ai_pivot_cap,ai_recovery_bias,dominant_sensor,dataset_label_age_ms,dataset_label_set_at_ms,dataset_label_source,dataset_label_valid,drive_profile,intersection_active,intersection_score,last_dir,run_elapsed_ms,run_intersection_count,run_lap_estimate,seq_fast,seq_slow,timestamp_valid
curve,session_20260423_145902,134,,,,,1776977972000,321137,running,left_hard,left_hard,heuristic,left_hard,-994,0,0,-0.955583,0.93203,0.93203,1621,852,852,733,21,15,0,0,0,0,-0.662667,0.005333,0.003556,0.058411,-0.662667,-0.0008,1.246952,0.288627,67,60,52,0.788517,0.58,0,0,0,0,0,0,-0.358552,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.16422,left,29556,10,3,2301,0,1
curve,session_20260423_145902,135,,,,,1776977973000,321387,running,left_hard,left_hard,heuristic,left_soft,-948,0,0,-0.917437,0.856275,0.856275,1623,818,818,738,44,23,0,0,0,0,-0.632,0.000667,-0.002222,0.0403,-0.632,-0.037369,-0.874173,-0.623783,60,95,59,0.821165,0.58,0,0,0,0,0,0,-0.221719,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.165445,left,29806,10,3,2303,0,1
curve,session_20260423_145902,136,,,,,1776977973000,321637,running,left_hard,left_hard,heuristic,left_hard,-1344,0,0,-0.895196,0.765353,0.765353,916,847,847,21,23,25,0,0,0,0,-0.896,0.004667,-0.001556,0.013558,-0.896,-0.001645,-0.245619,-0.464429,60,64,44,0.728195,0.58,0,0,0,0,0,0,-0.350037,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.117066,left,30056,10,3,2304,0,1
curve,session_20260423_145902,137,,,,,1776977973000,321887,running,left_soft,left_soft,heuristic,left_hard,-427,0,0,-0.29497,0.9428,0.9428,2485,821,788,821,783,93,0,0,0,0,-0.284667,0.001333,0.015556,0.242687,-0.284667,-0.014149,5.133845,1.25,155,0,69,0.642168,0.58,0,0,0,0,0,0,-0.362867,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.629152,left,30306,10,3,2306,0,1
curve,session_20260423_145902,138,,,,,1776977973000,322138,running,left_hard,left_hard,heuristic,left_hard,-1329,0,0,-0.884161,0.741853,0.741853,846,778,778,19,22,27,0,0,0,0,-0.886,0.000667,-0.000778,0.036895,-0.886,-0.030359,0.875704,0.028423,60,60,44,0.710413,0.58,0,0,0,0,0,0,-0.361128,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.108229,left,30557,11,3,2307,0,1
curve,session_20260423_145902,139,,,,,1776977974000,322388,running,right_soft,right_soft,heuristic,right_soft,518,0,0,0.372434,0.929325,0.929325,2387,820,25,724,820,818,0,0,0,0,0.345333,0.023333,0.000333,0.086008,0.345333,0.001337,2.130205,0.938832,153,60,79,0.898774,0.58,0,0,0,0,0,0,0.155887,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.619486,right,30807,11,3,2309,0,1
curve,session_20260423_145902,140,,,,,1776977974000,322638,running,left_hard,left_hard,heuristic,left_hard,-894,0,0,-0.888052,0.941719,0.941719,1858,886,868,886,73,31,0,0,0,0,-0.596,0.006667,0.003556,0.0878,-0.596,-0.10265,1.981673,0.613567,88,60,55,0.846598,0.58,0,0,0,0,0,0,-0.372001,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.208408,left,31057,11,3,2310,0,1
curve,session_20260423_145902,141,,,,,1776977974000,322889,running,left_soft,left_soft,heuristic,left_soft,-586,0,0,-0.784792,0.904186,0.904186,1394,932,312,932,108,42,0,0,0,0,-0.390667,-0.076,-0.047667,0.469786,-0.390667,-0.163679,-8.884638,-1.25,0,162,72,0.955929,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.117779,left,31308,12,4,2311,0,1
straight,session_20260423_145902,142,,,,,1776977974000,323141,running,straight,straight,heuristic,straight,25,0,0,0.038682,0.795325,0.795325,1396,713,4,667,713,12,0,0,0,0,0.016667,-0.021333,-0.003333,0.096181,0.016667,-0.188191,-2.204528,-0.726616,60,183,106,0.945532,0.58,0,0,0,0,0,0,-0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.276392,right,31560,12,4,2312,0,1
curve,session_20260423_145902,143,,,,,1776977975000,323393,running,left_hard,left_hard,heuristic,left_hard,-1114,0,0,-0.85444,0.965753,0.965753,1374,995,995,279,50,50,0,0,0,0,-0.742667,-0.024,-0.018,0.38259,-0.742667,-0.167671,-8.484754,-1.25,-60,96,43,0.883205,0.58,0,0,0,0,0,0,-0.366318,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.150433,left,31811,12,4,2313,0,1
recovery,session_20260423_145902,144,,,,,1776977975000,323643,running,recover,recover,heuristic,recover,-115,1,96,-0.046154,0.187064,0.187064,130,43,43,25,31,31,0,0,0,0,-0.076667,-0.120667,-0.029,0.0696,0,0,0,0,-180,180,0,0.335814,0.58,0,0,0,0,0,0,-0.25,left_outer,0,0,auto:line_lost,1,normal,0,0,left,32062,12,4,2315,0,1
curve,session_20260423_145902,145,,,,,1776977975000,323894,running,right_hard,right_hard,heuristic,right_hard,1344,0,0,0.912263,0.816108,0.816108,1003,910,19,25,49,910,0,0,0,0,0.896,-0.001333,0.000222,0.038131,0.896,-3.294022e-06,0.939951,0.770518,76,60,43,0.733182,0.58,0,0,0,0,0,0,0.355298,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.126317,right,32312,12,4,2316,0,1
curve,session_20260423_145902,146,,,,,1776977975000,324143,running,right_hard,right_hard,heuristic,right_hard,943,0,0,0.95492,0.942275,0.942275,1819,915,15,26,915,863,0,0,0,0,0.628667,-0.006667,-0.004,0.087053,0.628667,0.030893,-1.936335,-0.59592,60,84,53,0.870046,0.58,0,0,0,0,0,0,0.379572,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.201237,right,32562,12,4,2317,0,1
curve,session_20260423_145902,147,,,,,1776977976000,324393,running,left_soft,left_hard,heuristic,left_soft,-863,0,0,-0.83798,0.930975,0.930975,1901,874,873,874,126,28,0,0,0,0,-0.575333,-0.1,-0.039444,0.444404,-0.575333,0.058564,-8.743432,-1.25,-60,135,60,0.880325,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.204642,left,32812,12,4,2318,0,1
curve,session_20260423_145902,148,,,,,1776977976000,324645,running,left_hard,left_hard,heuristic,left_hard,-1309,0,0,-0.879276,0.782186,0.782186,994,894,894,40,31,29,0,0,0,0,-0.872667,-0.004667,-0.001778,0.030014,-0.872667,-0.000933,-0.643671,-0.635327,60,71,44,0.73683,0.58,0,0,0,0,0,0,-0.346589,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.123837,left,33064,12,4,2319,0,1
curve,session_20260423_145902,149,,,,,1776977976000,324897,running,left_hard,left_hard,heuristic,left_hard,-1337,0,0,-0.927449,0.722272,0.722272,827,737,737,60,16,14,0,0,0,0,-0.891333,0.016667,0.002111,0.105427,-0.891333,-3.141158e-06,2.509,0.751141,71,60,41,0.743867,0.58,0,0,0,0,0,0,-0.367617,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.100413,left,33316,12,4,2320,0,1
curve,session_20260423_145902,150,,,,,1776977976000,325149,running,left_hard,left_hard,heuristic,left_hard,-944,0,0,-0.931958,0.954339,0.954339,1793,885,885,847,34,27,0,0,0,0,-0.629333,0.004,0.003222,0.068458,-0.629333,-0.011073,1.518115,0.424277,75,60,53,0.750862,0.58,0,0,0,0,0,0,-0.360889,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.196057,left,33568,12,4,2321,0,1
curve,session_20260423_145902,151,,,,,1776977977000,325401,running,left_soft,left_soft,heuristic,left_hard,-565,0,0,-0.502757,0.897592,0.897592,2176,921,714,921,510,31,0,0,0,0,-0.376667,0.064,0.037556,0.440102,-0.376667,-0.142117,8.749226,1.25,126,0,56,0.843213,0.58,0,0,0,0,0,0,-0.367891,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.553438,left,33819,12,4,2322,0,1
straight,session_20260423_145902,152,,,,,1776977977000,325650,running,straight,straight,heuristic,straight,-62,0,0,-0.080292,0.974608,0.974608,1918,958,78,958,846,36,0,0,0,0,-0.041333,-0.000667,-0.002444,0.014119,-0.041333,-0.172015,-0.2063,-0.113688,96,120,108,0.970589,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.29119,left,34069,12,4,2323,0,1
curve,session_20260423_145902,153,,,,,1776977977000,325900,running,right_soft,right_soft,heuristic,right_soft,81,0,0,0.055347,0.945458,0.945458,1861,861,21,858,861,121,0,0,0,0,0.054,-0.01,-0.038111,0.394738,0.054,-0.128634,-7.581772,-1.25,0,186,83,0.901794,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.280154,right,34319,12,4,2324,0,1
curve,session_20260423_145902,154,,,,,1776977977000,326150,running,right_hard,right_hard,heuristic,right_hard,907,0,0,0.917098,0.986067,0.986067,1930,952,31,49,952,898,0,0,0,0,0.604667,0.008667,0.004111,0.098836,0.604667,0.024718,2.224228,1.2298,122,-60,55,0.887002,0.58,0,0,0,0,0,0,0.363509,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.22133,right,34569,12,4,2325,0,1
curve,session_20260423_145902,155,,,,,1776977978000,326401,running,left_hard,left_hard,heuristic,left_hard,-965,0,0,-0.948408,0.952247,0.952247,1822,919,919,856,23,24,0,0,0,0,-0.643333,0.005333,-0.001778,0.015004,-0.643333,-0.010293,0.268437,-0.138914,60,62,55,0.891177,0.58,0,0,0,0,0,0,-0.367687,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.201515,left,34820,12,4,2326,0,1
curve,session_20260423_145902,156,,,,,1776977978000,326651,running,left_hard,left_hard,heuristic,left_hard,-988,0,0,-0.931702,0.919639,0.919639,1757,946,946,751,33,27,0,0,0,0,-0.658667,0.002,0.005333,0.072597,-0.658667,-4.5e-05,1.494919,0.396681,71,60,51,0.733624,0.58,0,0,0,0,0,0,-0.374641,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.187613,left,35070,12,4,2327,0,1
curve,session_20260423_145902,157,,,,,1776977978000,326901,running,left_hard,left_hard,heuristic,left_hard,-963,0,0,-0.945946,0.896564,0.896564,1702,860,860,796,21,25,0,0,0,0,-0.642,0.004,-0.000111,0.004646,-0.642,-0.042356,-0.109484,-0.31076,60,72,55,0.850064,0.58,0,0,0,0,0,0,-0.37848,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.180348,left,35320,12,4,2328,0,1
curve,session_20260423_145902,158,,,,,1776977978000,327153,running,left_hard,left_hard,heuristic,left_hard,-915,0,0,-0.909968,0.958292,0.958292,1866,897,885,897,59,25,0,0,0,0,-0.61,0,-0.001667,0.025888,-0.61,-0.119611,-0.54719,-0.503826,60,82,55,0.878399,0.58,0,0,0,0,0,0,-0.362062,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.210367,left,35572,12,4,2329,0,1
straight,session_20260423_145902,159,,,,,1776977979000,327404,running,straight,straight,heuristic,straight,8,0,0,0.004947,0.789878,0.789878,1415,700,4,700,699,12,0,0,0,0,0.005333,0.007333,0.003667,0.081521,0.005333,-0.172234,1.818014,0.53471,164,60,107,0.915231,0.58,0,0,0,0,0,0,0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.29003,left,35823,12,4,2330,0,1
straight,session_20260423_145902,160,,,,,1776977979000,327656,running,straight,straight,heuristic,straight,100,0,0,0.147077,0.867539,0.867539,1625,882,6,687,882,50,0,0,0,0,0.066667,0.036667,0.006444,0.18373,0.066667,-0.163438,4.206572,1.25,227,0,101,0.94896,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.245084,right,36074,12,4,2331,0,1
curve,session_20260423_145902,161,,,,,1776977979000,327905,running,right_hard,right_hard,heuristic,right_soft,955,0,0,0.933515,0.951431,0.951431,1835,919,23,38,855,919,0,0,0,0,0.636667,0.002667,-0.002556,0.01051,0.636667,-0.026805,-0.109424,0.196421,70,60,59,0.891837,0.58,0,0,0,0,0,0,0.15904,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.203725,right,36324,12,4,2332,0,1
curve,session_20260423_145902,162,,,,,1776977979000,328155,running,right_hard,right_hard,heuristic,right_hard,1058,0,0,0.981227,0.867461,0.867461,1385,791,5,8,581,791,0,0,0,0,0.705333,0.010667,0.005778,0.131381,0.705333,0.011521,2.93787,1.25,110,-60,49,0.829964,0.58,0,0,0,0,0,0,0.390894,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.127768,right,36574,12,4,2333,0,1
curve,session_20260423_145902,163,,,,,1776977980000,328405,running,right_hard,right_hard,heuristic,right_hard,944,0,0,0.937762,0.924614,0.924614,1671,815,10,42,815,804,0,0,0,0,0.629333,0.005333,0.004333,0.111258,0.629333,0.075199,2.521443,1.25,121,-60,54,0.861327,0.58,0,0,0,0,0,0,0.36743,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.174224,right,36824,12,4,2334,0,1
curve,session_20260423_145902,164,,,,,1776977980000,328655,running,left_hard,left_hard,heuristic,left_hard,-1050,0,0,-0.965799,0.831292,0.831292,1345,778,778,544,8,15,0,0,0,0,-0.7,-0.01,-0.011889,0.241269,-0.7,0.005858,-5.318383,-1.25,-60,105,47,0.844587,0.58,0,0,0,0,0,0,-0.374176,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.122907,left,37074,12,4,2335,0,1
curve,session_20260423_145902,165,,,,,1776977980000,328906,running,left_soft,left_soft,heuristic,left_hard,7,0,0,-0.010794,0.884919,0.884919,1575,775,21,775,737,42,0,0,0,0,0.004667,0.01,0.058222,0.431518,0.004667,-0.0125,7.294615,1.25,164,0,73,0.800724,0.58,0,0,0,0,0,0,-0.354665,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.281239,left,37325,12,4,2337,0,1
straight,session_20260423_145902,166,,,,,1776977980000,329157,running,straight,straight,heuristic,straight,-56,0,0,-0.103617,0.896295,0.896295,1631,877,23,877,715,16,0,0,0,0,-0.037333,-0.009333,-0.001222,0.079619,-0.037333,-0.006838,-1.917138,-0.615457,60,171,106,0.959748,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.267555,left,37576,12,4,2338,0,1
straight,session_20260423_145902,167,,,,,1776977981000,329407,running,straight,straight,heuristic,straight,-5,0,0,-0.020606,0.86255,0.86255,1650,823,19,823,781,27,0,0,0,0,-0.003333,-0.002667,-0.000667,0.029787,-0.003333,-0.034239,-0.704677,-0.229201,85,133,109,0.915481,0.58,0,0,0,0,0,0,0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.302336,right,37826,12,4,2339,0,1
curve,session_20260423_145902,168,,,,,1776977981000,329657,running,straight,straight,heuristic,right_soft,36,0,0,0.046823,0.948042,0.948042,1794,882,34,821,882,57,0,0,0,0,0.024,-0.004,-0.010333,0.159369,0.024,-0.002574,-3.364218,-1.25,0,207,92,0.880665,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.295166,right,38076,12,4,2340,0,1
curve,session_20260423_145902,169,,,,,1776977981000,329907,running,right_hard,right_hard,heuristic,right_hard,1018,0,0,0.942099,0.936153,0.936153,1658,928,21,27,682,928,0,0,0,0,0.678667,0.014667,0.114,0.584753,0.678667,0.063426,7.778818,1.25,105,-60,47,0.9667,0.58,0,0,0,0,0,0,-0.25,right_outer,0,0,auto:ai_track_mode,1,normal,1,0.138081,right,38326,13,5,2341,0,1
curve,session_20260423_145902,170,,,,,1776977981000,330157,running,right_hard,right_hard,heuristic,right_hard,1334,0,0,0.90625,0.836164,0.836164,1088,984,25,26,53,984,0,0,0,0,0.889333,0.009333,0.000111,0.04257,0.889333,0.000225,1.057593,0.819208,78,60,43,0.764088,0.58,0,0,0,0,0,0,0.359796,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.135153,right,38576,13,5,2342,0,1
curve,session_20260423_145902,171,,,,,1776977982000,330407,running,right_hard,right_hard,heuristic,right_hard,991,0,0,0.959935,0.967275,0.967275,1847,954,10,27,856,954,0,0,0,0,0.660667,0.014,0.002778,0.107622,0.660667,0.010889,2.523874,1.25,114,-60,51,0.804042,0.58,0,0,0,0,0,0,0.344503,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.205569,right,38826,13,5,2343,0,1
curve,session_20260423_145902,172,,,,,1776977982000,330657,running,right_soft,right_soft,heuristic,right_soft,181,0,0,0.101575,0.910717,0.910717,1841,821,6,821,767,247,0,0,0,0,0.120667,-0.016,-0.017889,0.328007,0.120667,0.042794,-7.126835,-1.25,0,177,79,0.889946,0.58,0,0,0,0,0,0,0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.563699,right,39076,13,5,2344,0,1
curve,session_20260423_145902,173,,,,,1776977982000,330909,running,left_hard,left_hard,heuristic,left_hard,-1200,0,0,-0.876667,0.871253,0.871253,1200,951,951,175,38,36,0,0,0,0,-0.8,0.008,0.001333,0.084283,-0.8,0.006658,2.027068,0.578015,72,60,46,0.801194,0.58,0,0,0,0,0,0,-0.347172,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.138616,left,39328,13,5,2345,0,1
recovery,session_20260423_145902,174,,,,,1776977982000,331159,running,recover,recover,heuristic,recover,-33,1,59,-0.037037,0.188344,0.188344,135,35,35,35,32,33,0,0,0,0,-0.022,0.012667,-0.011,0.0264,0,0,0,0,-180,180,0,0.331322,0.58,0,0,0,0,0,0,-0.25,left_outer,0,0,auto:line_lost,1,normal,0,0,left,39578,13,5,2347,0,1
curve,session_20260423_145902,175,,,,,1776977983000,331411,running,right_soft,right_soft,heuristic,right_soft,-917,0,0,-0.905921,0.943167,0.943167,1807,868,868,854,57,28,0,0,0,0,-0.611333,-0.003333,-0.004333,0.082396,-0.611333,-0.028574,-1.79991,-0.899328,60,123,65,0.866703,0.58,0,0,0,0,0,0,-0.294316,left_outer,0,0,auto:ai_track_mode,1,normal,1,0.198581,left,39830,14,5,2348,0,1
curve,session_20260423_145902,176,,,,,1776977983000,331661,running,left_hard,left_soft,heuristic,left_hard,-62,0,0,-0.098018,0.97635,0.97635,1867,956,69,956,798,44,0,0,0,0,-0.041333,0.013333,0.053778,0.454434,-0.041333,-0.16526,8.134174,1.25,155,0,69,0.89095,0.58,0,0,0,0,0,0,-0.36059,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.265726,left,40080,14,5,2349,0,1
straight,session_20260423_145902,177,,,,,1776977983000,331912,running,straight,straight,heuristic,straight,13,0,0,0.01444,0.932425,0.932425,1662,814,19,800,814,29,0,0,0,0,0.008667,0.011333,0.001111,0.054976,0.008667,-0.218038,1.307728,0.397936,146,64,105,0.963917,0.58,0,0,0,0,0,0,0.25,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.30346,right,40331,14,5,2350,0,1
curve,session_20260423_145902,178,,,,,1776977983000,332162,running,right_hard,right_hard,heuristic,right_hard,1165,0,0,0.780822,0.719372,0.719372,730,608,42,38,42,608,0,0,0,0,0.776667,-0.017333,-0.017667,0.344471,0.776667,-0.056332,-7.551775,-1.25,-60,94,42,0.740853,0.58,0,0,0,0,0,0,0.366196,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.083957,right,40581,14,5,2351,0,1
curve,session_20260423_145902,179,,,,,1776977984000,332413,running,left_hard,left_hard,heuristic,left_hard,-933,0,0,-0.899273,0.97085,0.97085,1926,961,961,868,68,29,0,0,0,0,-0.622,-0.005333,-0.005889,0.098542,-0.622,-0.013777,-2.110217,-1.204244,-60,116,53,0.850431,0.58,0,0,0,0,0,0,-0.341981,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.219031,left,40832,14,5,2353,0,1
curve,session_20260423_145902,180,,,,,1776977984000,332663,running,right_hard,right_hard,heuristic,right_hard,987,0,0,0.962515,0.890953,0.890953,1654,846,8,23,777,846,0,0,0,0,0.658,-0.001333,0.004333,0.051417,0.658,0.014411,1.025425,0.713639,90,60,53,0.886226,0.58,0,0,0,0,0,0,0.360526,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.17039,right,41081,14,5,2354,0,1
recovery,session_20260423_145902,181,,,,,1776977984000,332913,running,recover,recover,heuristic,right_soft,144,1,21,0.140496,0.200178,0.200178,121,36,27,25,33,36,0,0,0,0,0.096,0.017333,-0.015667,0.0376,0,0,0,0,-180,180,0,0.948261,0.58,0,0,0,0,0,0,-0.25,right_outer,0,0,auto:line_lost,1,normal,1,0,left,41331,15,5,2356,0,1
recovery,session_20260423_145902,182,,,,,1776977984000,333164,running,recover,recover,heuristic,recover,177,1,46,0.127517,0.196219,0.196219,149,50,33,32,34,50,0,0,0,0,0.118,-0.062667,-0.043,0.1032,0,0,0,0,180,-180,0,0.298225,0.58,0,0,0,0,0,0,0.128816,right_outer,0,0,auto:line_lost,1,normal,0,0,right,41583,15,5,2358,0,1
curve,session_20260423_145902,183,,,,,1776977985000,333416,running,left_soft,left_soft,heuristic,left_hard,-59,0,0,-0.14899,0.841014,0.841014,1584,887,23,887,627,47,0,0,0,0,-0.039333,0.004,0.034222,0.36491,-0.039333,-0.082063,7.069429,1.25,180,0,80,0.811752,0.58,0,0,0,0,0,0,-0.315076,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.239599,left,41834,15,5,2359,0,1
curve,session_20260423_145902,184,,,,,1776977985000,333665,running,right_hard,right_hard,heuristic,right_hard,1167,0,0,0.918495,0.866464,0.866464,1276,927,23,29,297,927,0,0,0,0,0.778,-0.015333,-0.011,0.258764,0.778,-0.021468,-5.809094,-1.25,-60,96,43,0.816327,0.58,0,0,0,0,0,0,0.385643,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.136133,right,42084,15,5,2360,0,1
curve,session_20260423_145902,185,,,,,1776977985000,333915,running,right_hard,right_hard,heuristic,right_hard,1343,0,0,0.904287,0.806722,0.806722,1003,915,21,27,40,915,0,0,0,0,0.895333,-0.006,-0.005556,0.07743,0.895333,5.389167e-07,-1.602407,-0.350116,60,60,42,0.740659,0.58,0,0,0,0,0,0,0.364306,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.125327,right,42334,15,5,2361,0,1
curve,session_20260423_145902,186,,,,,1776977985000,334165,running,right_hard,right_soft,heuristic,right_hard,21,0,0,0.029859,0.908733,0.908733,1775,868,35,826,868,46,0,0,0,0,0.014,0.002,-0.059,0.351113,0.014,0.010486,-5.237815,-1.25,0,164,73,0.728495,0.58,0,0,0,0,0,0,0.354123,right_inner,0,0,auto:ai_track_mode,1,normal,0,0.285501,right,42584,15,5,2363,0,1
curve,session_20260423_145902,187,,,,,1776977986000,334415,running,right_hard,right_hard,heuristic,right_hard,1296,0,0,0.889202,0.825345,0.825345,1065,932,25,34,74,932,0,0,0,0,0.864,-0.002,-0.001889,0.074693,0.864,0.007505,-1.753996,-0.42888,60,62,44,0.748826,0.58,0,0,0,0,0,0,0.36815,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.128847,right,42834,15,5,2364,0,1
recovery,session_20260423_145902,188,,,,,1776977986000,334666,running,right_hard,right_hard,heuristic,recover,1343,0,0,0.909474,0.691128,0.691128,950,864,20,23,43,864,0,0,0,0,0.895333,0.004,0.003111,0.118039,0.895333,0,2.764319,1.25,90,-60,40,0.475677,0.58,0,0,0,0,0,0,0.338939,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.112429,right,43085,15,5,2366,0,1
curve,session_20260423_153802,14,0,0,0,0,1776980288000,2636578,running,left_soft,left_soft,heuristic,left_soft,-78,0,0,-0.052632,1,1,3800,1000,1000,1000,1000,800,0,0,0,0,-0.052,0.028667,0.035778,0.440509,-0.052,-0.005831,8.866066,1.25,245,0,109,0.932389,0.58,0,0,0,0,0,0,-0.25,left_outer,0,0,auto:ai_track_mode,1,normal,1,0.926189,left,100,1,0,18260,0,1
curve,session_20260423_153802,15,0,0,0,0,1776980288000,2636829,running,straight,straight,heuristic,left_hard,0,0,0,-0.000999,0.972867,0.972867,2002,941,61,941,939,61,0,0,0,0,0,0.005333,0.003889,0.108835,0,-0.089925,2.487531,0.953513,236,60,121,0.847591,0.58,0,0,0,0,0,0,-0.265572,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.330114,left,350,1,0,18261,0,1
curve,session_20260423_153802,16,0,0,0,0,1776980288000,2637079,running,left_hard,left_hard,heuristic,left_hard,-1300,0,0,-0.878968,0.789336,0.789336,1008,896,896,51,33,28,0,0,0,0,-0.866667,-0.003333,-0.001444,0.041878,-0.866667,-0.013449,-0.960276,-0.77081,60,100,57,0.775179,0.58,0,0,0,0,0,0,-0.345049,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.124581,left,601,1,0,18262,0,1
recovery,session_20260423_153802,17,0,0,0,0,1776980288000,2637329,running,left_hard,left_hard,heuristic,recover,-1370,0,0,-0.914347,0.681764,0.681764,934,872,872,22,21,19,0,0,0,0,-0.913333,-0.006,-0.032889,0.293908,-0.913333,0,-5.374367,-1.25,-60,94,42,0.347133,0.58,0,0,0,0,0,0,-0.25,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.102686,left,851,1,0,18264,0,1
curve,session_20260423_153802,18,0,0,0,0,1776980289000,2637579,running,left_hard,left_hard,heuristic,left_hard,-1251,0,0,-0.878092,0.849903,0.849903,1132,953,953,110,36,33,0,0,0,0,-0.834,-0.001333,0.005556,0.080715,-0.834,-0.003932,1.684533,0.412733,81,60,58,0.773284,0.58,0,0,0,0,0,0,-0.349852,left_outer,0,0,auto:ai_track_mode,1,normal,0,0.132838,left,1101,1,0,18265,0,1
recovery,session_20260423_153802,19,0,0,0,0,1776980289000,2637829,running,recover,recover,heuristic,recover,173,1,103,0.148515,0.184256,0.184256,101,29,19,24,29,29,0,0,0,0,0.115333,0.011333,-0.003,0.0072,0,0,0,0,-180,180,0,0.323578,0.58,0,0,0,0,0,0,-0.25,right_inner,0,0,auto:line_lost,1,normal,0,0,left,1351,1,0,18267,0,1
curve,session_20260423_153802,20,0,0,0,0,1776980289000,2638079,running,right_hard,right_hard,heuristic,right_hard,957,0,0,0.943522,0.953014,0.953014,1806,894,17,34,861,894,0,0,0,0,0.638,-0.011333,0.001111,0.009548,0.638,0.013091,0.172039,0.33248,94,60,71,0.816818,0.58,0,0,0,0,0,0,0.359014,right_outer,0,0,auto:ai_track_mode,1,normal,0,0.19922,right,1601,1,0,18268,0,1
straight,session_20260423_153802,21,0,0,0,0,1776980289000,2638329,running,straight,straight,heuristic,straight,-126,0,0,-0.264108,0.880058,0.880058,1329,817,23,817,458,31,0,0,0,0,-0.084,0.012,-0.011,0.106621,-0.084,0.059519,-2.005536,-0.642289,60,198,121,0.958709,0.58,0,0,0,0,0,0,-0.25,left_inner,0,0,auto:ai_track_mode,1,normal,0,0.189336,left,1851,1,0,18269,0,1
